Chromosome	Begin	End	Size	Direction	Feature
chrII	384372	385586	1214	-	YBR063C
chrII	385587	385985	398	NA	<YBR063C_<ECM2
chrII	385986	387080	1094	-	ECM2
chrII	387081	387438	357	NA	<ECM2_<NRG2
chrII	387439	388101	662	-	NRG2
chrII	388102	389504	1402	NA	<NRG2_<TIP1
chrII	389505	390137	632	-	TIP1
chrII	390138	391262	1124	NA	<TIP1_<BAP2
chrII	391263	393092	1829	-	BAP2
chrII	393093	393975	882	NA	<BAP2_<TAT1
chrII	393976	395835	1859	-	TAT1
chrII	395836	396622	786	NA	<TAT1_<ALG14
chrII	396623	397336	713	-	ALG14
chrII	397337	397812	475	NA	<ALG14_>YBR071W
chrII	397813	398448	635	+	YBR071W
chrII	398449	399431	982	NA	>YBR071W_>HSP26
chrII	399432	400076	644	+	HSP26
chrII	400077	400616	539	NA	>HSP26_>RDH54
chrII	400617	403391	2774	+	RDH54
chrII	403392	403689	297	NA	>RDH54_>YBR074W
chrII	403690	406620	2930	+	YBR074W
chrII	406621	407776	1155	NA	>YBR074W_>ECM8
chrII	407777	408796	1019	+	ECM8
chrII	408797	409206	409	NA	>ECM8_<SLM4
chrII	409207	409695	488	-	SLM4
chrII	409696	410524	828	NA	<SLM4_>ECM33
chrII	410525	410582	1288	+	ECM33
chrII	410583	410911	328	NA	>ECM33_intron_>ECM33
chrII	410912	412143	1288	+	ECM33
chrII	412144	412783	639	NA	>ECM33_<RPG1
chrII	412784	415678	2894	-	RPG1
chrII	415679	416014	335	NA	<RPG1_<SEC18
chrII	416015	418291	2276	-	SEC18
chrII	418292	418653	361	NA	<SEC18_<SPT7
chrII	418654	422652	3998	-	SPT7
chrII	422653	423278	625	NA	<SPT7_>tR(UCU)B
chrII	423279	423350	71	+	tR(UCU)B
chrII	423351	423360	9	NA	>tR(UCU)B_>tD(GUC)B
chrII	423361	423432	71	+	tD(GUC)B
chrII	423433	424028	595	NA	>tD(GUC)B_<UBC4
chrII	424029	424430	401	-	UBC4
chrII	424431	426569	2138	NA	<UBC4_>TEC1
chrII	426570	428030	1460	+	TEC1
chrII	428031	428454	423	NA	>TEC1_>MIS1
chrII	428455	431382	2927	+	MIS1
chrII	431383	431586	203	NA	>MIS1_<RPL19A
chrII	431587	432154	568	-	RPL19A
chrII	432155	432660	505	NA	<RPL19A_intron_<RPL19A
chrII	432661	432662	568	-	RPL19A
chrII	432663	433383	720	NA	<RPL19A_>AAC3
chrII	433384	434307	923	+	AAC3
chrII	434308	436307	1999	NA	>AAC3_<YBR085C-A
chrII	436308	436565	257	-	YBR085C-A
chrII	436566	437601	1035	NA	<YBR085C-A_<IST2
chrII	437602	440442	2840	-	IST2
chrII	440443	441165	722	NA	<IST2_>RFC5
chrII	441166	442230	1064	+	RFC5
chrII	442231	442390	159	NA	>RFC5_<POL30
chrII	442391	443167	776	-	POL30
chrII	443168	443590	422	NA	<POL30_<NHP6B
chrII	443591	443890	299	-	NHP6B
chrII	443891	444555	664	NA	<NHP6B_<MRS5
chrII	444556	444885	329	-	MRS5
chrII	444886	445098	212	NA	<MRS5_<PHO3
chrII	445099	446502	1403	-	PHO3
chrII	446503	446948	445	NA	<PHO3_<PHO5
chrII	446949	448352	1403	-	PHO5
chrII	448353	449436	1083	NA	<PHO5_>PBY1
chrII	449437	451698	2261	+	PBY1
chrII	451699	451806	107	NA	>PBY1_<RXT2
chrII	451807	453168	1361	-	RXT2
chrII	453169	453421	252	NA	<RXT2_>YBR096W
chrII	453422	454114	692	+	YBR096W
chrII	454115	454351	236	NA	>YBR096W_>VPS15
chrII	454352	458716	4364	+	VPS15
chrII	458717	458915	198	NA	>VPS15_>MMS4
chrII	458916	460991	2075	+	MMS4
chrII	460992	461221	229	NA	>MMS4_<FES1
chrII	461222	462094	872	-	FES1
chrII	462095	462462	367	NA	<FES1_<EXO84
chrII	462463	464724	2261	-	EXO84
chrII	464725	465109	384	NA	<EXO84_>SIF2
chrII	465110	466717	1607	+	SIF2
chrII	466718	467067	349	NA	>SIF2_>YMC2
chrII	467068	468057	989	+	YMC2
chrII	468058	468281	223	NA	>YMC2_<VID24
chrII	468282	469370	1088	-	VID24
chrII	469371	470058	687	NA	<VID24_>PHO88
chrII	470059	470625	566	+	PHO88
chrII	470626	471193	567	NA	>PHO88_<IML3
chrII	471194	471931	737	-	IML3
chrII	471932	472222	290	NA	<IML3_>YBR108W
chrII	472223	475066	2843	+	YBR108W
chrII	475067	475319	252	NA	>YBR108W_<CMD1
chrII	475320	475763	443	-	CMD1
chrII	475764	476272	508	NA	<CMD1_>ALG1
chrII	476273	477622	1349	+	ALG1
chrII	477623	478578	955	NA	>ALG1_<YSA1
chrII	478579	479274	695	-	YSA1
chrII	479275	479539	264	NA	<YSA1_>SUS1
chrII	479540	479645	105	+	SUS1
chrII	479646	480270	624	NA	>SUS1_<CYC8
chrII	480271	483171	2900	-	CYC8
chrII	483172	484648	1476	NA	<CYC8_>RAD16
chrII	484649	487021	2372	+	RAD16
chrII	487022	487148	126	NA	>RAD16_<LYS2
chrII	487149	491327	4178	-	LYS2
chrII	491328	491792	464	NA	<LYS2_<TKL2
chrII	491793	493838	2045	-	TKL2
chrII	493839	495071	1232	NA	<TKL2_>TEF2
chrII	495072	496448	1376	+	TEF2
chrII	496449	496737	288	NA	>TEF2_>MUD1
chrII	496738	496745	895	+	MUD1
chrII	496746	496834	88	NA	>MUD1_intron_>MUD1
chrII	496835	497723	895	+	MUD1
chrII	497724	497834	110	NA	>MUD1_<CBP6
chrII	497835	498323	488	-	CBP6
chrII	498324	498763	439	NA	<CBP6_<GRS1
chrII	498764	500767	2003	-	GRS1
chrII	500768	501369	601	NA	<GRS1_<MRPL36
chrII	501370	501960	590	-	MRPL36
chrII	501961	502141	180	NA	<MRPL36_<TFC1
chrII	502142	504091	1949	-	TFC1
chrII	504092	504598	506	NA	<TFC1_<PTC4
chrII	504599	505780	1181	-	PTC4
chrII	505781	506304	523	NA	<PTC4_<TPS1
chrII	506305	507792	1487	-	TPS1
chrII	507793	508668	875	NA	<TPS1_<VMA2
chrII	508669	510222	1553	-	VMA2
chrII	510223	510481	258	NA	<VMA2_<ATG14
chrII	510482	511516	1034	-	ATG14
chrII	511517	511753	236	NA	<ATG14_<OPY1
chrII	511754	512740	986	-	OPY1
chrII	512741	512992	251	NA	<OPY1_<SHE3
chrII	512993	514270	1277	-	SHE3
chrII	514271	514563	292	NA	<SHE3_>CCZ1
chrII	514564	516678	2114	+	CCZ1
chrII	516679	517052	373	NA	>CCZ1_<AGP2
chrII	517053	518843	1790	-	AGP2
chrII	518844	519204	360	NA	<AGP2_<HSL7
chrII	519205	521688	2483	-	HSL7
chrII	521689	522254	565	NA	<HSL7_>CKS1
chrII	522255	522707	452	+	CKS1
chrII	522708	523068	360	NA	>CKS1_>MEC1
chrII	523069	530175	7106	+	MEC1
chrII	530176	530444	268	NA	>MEC1_>YBR137W
chrII	530445	530984	539	+	YBR137W
chrII	530985	531162	177	NA	>YBR137W_<YBR138C
chrII	531163	532737	1574	-	YBR138C
chrII	532738	533064	326	NA	<YBR138C_>YBR139W
chrII	533065	534591	1526	+	YBR139W
chrII	534592	534750	158	NA	>YBR139W_<IRA1
chrII	534751	544029	9278	-	IRA1
chrII	544030	544425	395	NA	<IRA1_<YBR141C
chrII	544426	545439	1013	-	YBR141C
chrII	545440	545717	277	NA	<YBR141C_>MAK5
chrII	545718	548039	2321	+	MAK5
chrII	548040	548269	229	NA	>MAK5_<SUP45
chrII	548270	549583	1313	-	SUP45
chrII	549584	551162	1578	NA	<SUP45_>ADH5
chrII	551163	552218	1055	+	ADH5
chrII	552219	552660	441	NA	>ADH5_>MRPS9
chrII	552661	553497	836	+	MRPS9
chrII	553498	553975	477	NA	>MRPS9_>YBR147W
chrII	553976	554866	890	+	YBR147W
chrII	554867	555276	409	NA	>YBR147W_>unannotated
chrII	555277	556656	1379	+	unannotated
chrII	556657	556952	295	NA	>unannotated_>YSW1
chrII	556953	557507	554	+	YSW1
chrII	557508	557788	280	NA	>YSW1_>ARA1
chrII	557789	558823	1034	+	ARA1
chrII	558824	559010	186	NA	>ARA1_<TBS1
chrII	559011	562295	3284	-	TBS1
chrII	562296	562829	533	NA	<TBS1_>APD1
chrII	562830	563780	950	+	APD1
chrII	563781	564177	396	NA	>APD1_>SPP381
chrII	564178	565053	875	+	SPP381
chrII	565054	565261	207	NA	>SPP381_>RIB7
chrII	565262	565996	734	+	RIB7
chrII	565997	566163	166	NA	>RIB7_<RPB5
chrII	566164	566811	647	-	RPB5
chrII	566812	567572	760	NA	<RPB5_>CNS1
chrII	567573	568730	1157	+	CNS1
chrII	568731	568905	174	NA	>CNS1_<SLI15
chrII	568906	571002	2096	-	SLI15
chrII	571003	571344	341	NA	<SLI15_<ICS2
chrII	571345	572112	767	-	ICS2
chrII	572113	574350	2237	NA	<ICS2_>AMN1
chrII	574351	576000	1649	+	AMN1
chrII	576001	576486	485	NA	>AMN1_>YBR159W
chrII	576487	577530	1043	+	YBR159W
chrII	577531	577879	348	NA	>YBR159W_>CDC28
chrII	577880	578776	896	+	CDC28
chrII	578777	579435	658	NA	>CDC28_>CSH1
chrII	579436	580566	1130	+	CSH1
chrII	580567	581003	436	NA	>CSH1_<TOS1
chrII	581004	582371	1367	-	TOS1
chrII	582372	583031	659	NA	<TOS1_>YSY6
chrII	583032	583229	197	+	YSY6
chrII	583230	583523	293	NA	>YSY6_>DEM1
chrII	583524	585281	1757	+	DEM1
chrII	585282	585675	393	NA	>DEM1_<ARL1
chrII	585676	586227	551	-	ARL1
chrII	586228	586652	424	NA	<ARL1_>UBS1
chrII	586653	587486	833	+	UBS1
chrII	587487	587642	155	NA	>UBS1_<TYR1
chrII	587643	589001	1358	-	TYR1
chrII	589002	589267	265	NA	<TYR1_<POP7
chrII	589268	589690	422	-	POP7
chrII	589691	590170	479	NA	<POP7_>PEX32
chrII	590171	591412	1241	+	PEX32
chrII	591413	591714	301	NA	>PEX32_<SSE2
chrII	591715	593796	2081	-	SSE2
chrII	593797	594143	346	NA	<SSE2_<NPL4
chrII	594144	595886	1742	-	NPL4
chrII	595887	596163	276	NA	<NPL4_>SEC66
chrII	596164	596784	620	+	SEC66
chrII	596785	596949	164	NA	>SEC66_<SMY2
chrII	596950	599322	2372	-	SMY2
chrII	599323	599525	202	NA	<SMY2_<UMP1
chrII	599526	599972	446	-	UMP1
chrII	599973	600207	234	NA	<UMP1_>SWD3
chrII	600208	601155	947	+	SWD3
chrII	601156	601519	363	NA	>SWD3_>ECM31
chrII	601520	602458	938	+	ECM31
chrII	602459	602606	147	NA	>ECM31_<EHT1
chrII	602607	603962	1355	-	EHT1
chrII	603963	604346	383	NA	<EHT1_<FZO1
chrII	604347	606914	2567	-	FZO1
chrII	606915	607540	625	NA	<FZO1_>DTR1
chrII	607541	609259	1718	+	DTR1
chrII	609260	609511	251	NA	>DTR1_<RPS6B
chrII	609512	610219	707	-	RPS6B
chrII	610220	611305	1085	NA	<RPS6B_<SMP1
chrII	611306	612664	1358	-	SMP1
chrII	612665	613914	1249	NA	<SMP1_>YPC1
chrII	613915	614865	950	+	YPC1
chrII	614866	615162	296	NA	>YPC1_>YBR184W
chrII	615163	616734	1571	+	YBR184W
chrII	616735	616922	187	NA	>YBR184W_<MBA1
chrII	616923	617759	836	-	MBA1
chrII	617760	619801	2041	NA	<MBA1_>PCH2
chrII	619802	619903	244	+	PCH2
chrII	619904	620016	112	NA	>PCH2_intron_>PCH2
chrII	620017	620160	244	+	PCH2
chrII	620161	620433	272	NA	>PCH2_>GDT1
chrII	620434	621276	842	+	GDT1
chrII	621277	621484	207	NA	>GDT1_<NTC20
chrII	621485	621907	422	-	NTC20
chrII	621908	622729	821	NA	<NTC20_>RPS9B
chrII	622730	623257	527	+	RPS9B
chrII	623258	624069	811	NA	>RPS9B_>RPL21A
chrII	624070	624080	481	+	RPL21A
chrII	624081	624468	387	NA	>RPL21A_intron_>RPL21A
chrII	624469	624940	481	+	RPL21A
chrII	624941	625451	510	NA	>RPL21A_>RIM2
chrII	625452	626585	1133	+	RIM2
chrII	626586	626881	295	NA	>RIM2_<MED8
chrII	626882	627553	671	-	MED8
chrII	627554	627837	283	NA	<MED8_>YBR194W
chrII	627838	628209	371	+	YBR194W
chrII	628210	628413	203	NA	>YBR194W_<MSI1
chrII	628414	629682	1268	-	MSI1
chrII	629683	630035	352	NA	<MSI1_<PGI1
chrII	630036	631700	1664	-	PGI1
chrII	631701	633002	1301	NA	<PGI1_<YBR197C
chrII	633003	633656	653	-	YBR197C
chrII	633657	633926	269	NA	<YBR197C_<TAF5
chrII	633927	636323	2396	-	TAF5
chrII	636324	636708	384	NA	<TAF5_>KTR4
chrII	636709	638103	1394	+	KTR4
chrII	638104	638671	567	NA	>KTR4_>BEM1
chrII	638672	640327	1655	+	BEM1
chrII	640328	641375	1047	NA	>BEM1_>DER1
chrII	641376	642011	635	+	DER1
chrII	642012	642292	280	NA	>DER1_<YBR201C-A
chrII	642293	642496	203	-	YBR201C-A
chrII	642497	643572	1075	NA	<YBR201C-A_>CDC47
chrII	643573	646110	2537	+	CDC47
chrII	646111	646971	860	NA	>CDC47_>COS111
chrII	646972	649746	2774	+	COS111
chrII	649747	650057	310	NA	>COS111_<YBR204C
chrII	650058	651185	1127	-	YBR204C
chrII	651186	651425	239	NA	<YBR204C_>KTR3
chrII	651426	652640	1214	+	KTR3
chrII	652641	652949	308	NA	>KTR3_>FTH1
chrII	652950	654347	1397	+	FTH1
chrII	654348	654506	158	NA	>FTH1_<DUR1%2C2
chrII	654507	660014	5507	-	DUR1%2C2
chrII	660015	660807	792	NA	<DUR1%2C2_<tC(GCA)B
chrII	660808	660879	71	-	tC(GCA)B
chrII	660880	661433	553	NA	<tC(GCA)B_<unannotated
chrII	661434	666702	5268	-	unannotated
chrII	666703	668502	1799	NA	<unannotated_>tE(UUC)B
chrII	668503	668574	71	+	tE(UUC)B
chrII	668575	668885	310	NA	>tE(UUC)B_>ERV15
chrII	668886	669314	428	+	ERV15
chrII	669315	669468	153	NA	>ERV15_<AME1
chrII	669469	670443	974	-	AME1
chrII	670444	671195	751	NA	<AME1_>NGR1
chrII	671196	673208	2012	+	NGR1
chrII	673209	673673	464	NA	>NGR1_>MET8
chrII	673674	674498	824	+	MET8
chrII	674499	674720	221	NA	>MET8_>SDS24
chrII	674721	676304	1583	+	SDS24
chrII	676305	676662	357	NA	>SDS24_>HPC2
chrII	676663	676675	1876	+	HPC2
chrII	676676	676759	83	NA	>HPC2_intron_>HPC2
chrII	676760	678624	1876	+	HPC2
chrII	678625	678884	259	NA	>HPC2_<YBP1
chrII	678885	680910	2025	-	YBP1
chrII	680911	681141	230	NA	<YBP1_>ATG12
chrII	681142	681702	560	+	ATG12
chrII	681703	682016	313	NA	>ATG12_<PYC2
chrII	682017	685559	3542	-	PYC2
chrII	685560	686304	744	NA	<PYC2_<YBR220C
chrII	686305	687987	1682	-	YBR220C
chrII	687988	688461	473	NA	<YBR220C_<PDB1
chrII	688462	689562	1100	-	PDB1
chrII	689563	690028	465	NA	<PDB1_<PCS60
chrII	690029	691660	1631	-	PCS60
chrII	691661	692335	674	NA	<PCS60_<TDP1
chrII	692336	694072	1736	-	TDP1
chrII	694073	694401	328	NA	<TDP1_>YBR225W
chrII	694402	697107	2705	+	YBR225W
chrII	697108	697349	241	NA	>YBR225W_<MCX1
chrII	697350	698912	1562	-	MCX1
chrII	698913	699090	177	NA	<MCX1_>SLX1
chrII	699091	700005	914	+	SLX1
chrII	700006	700134	128	NA	>SLX1_<ROT2
chrII	700135	702999	2864	-	ROT2
chrII	703000	703326	326	NA	<ROT2_<OM14
chrII	703327	703722	395	-	OM14
chrII	703723	705955	2232	NA	<OM14_<SWC5
chrII	705956	706867	911	-	SWC5
chrII	706868	707204	336	NA	<SWC5_>PBP2
chrII	707205	708446	1241	+	PBP2
chrII	708447	708754	307	NA	>PBP2_>DAD3
chrII	708755	709039	284	+	DAD3
chrII	709040	709214	174	NA	>DAD3_<ARC40
chrII	709215	710369	1154	-	ARC40
chrII	710370	710678	308	NA	<ARC40_>YBR235W
chrII	710679	714041	3362	+	YBR235W
chrII	714042	714160	118	NA	>YBR235W_<ABD1
chrII	714161	715471	1310	-	ABD1
chrII	715472	715746	274	NA	<ABD1_>PRP5
chrII	715747	718296	2549	+	PRP5
chrII	718297	718884	587	NA	>PRP5_<YBR238C
chrII	718885	721080	2195	-	YBR238C
chrII	721081	722128	1047	NA	<YBR238C_<YBR239C
chrII	722129	723718	1589	-	YBR239C
chrII	723719	724280	561	NA	<YBR239C_<THI2
chrII	724281	725633	1352	-	THI2
chrII	725634	726379	745	NA	<THI2_<YBR241C
chrII	726380	727846	1466	-	YBR241C
chrII	727847	728869	1022	NA	<YBR241C_>YBR242W
chrII	728870	729586	716	+	YBR242W
chrII	729587	729646	59	NA	>YBR242W_<ALG7
chrII	729647	730993	1346	-	ALG7
chrII	730994	731727	733	NA	<ALG7_>GPX2
chrII	731728	732216	488	+	GPX2
chrII	732217	732349	132	NA	>GPX2_<ISW1
chrII	732350	735739	3389	-	ISW1
chrII	735740	735790	50	NA	<ISW1_>YBR246W
chrII	735791	736954	1163	+	YBR246W
chrII	736955	737203	248	NA	>YBR246W_<ENP1
chrII	737204	738655	1451	-	ENP1
chrII	738656	739006	350	NA	<ENP1_<HIS7
chrII	739007	740665	1658	-	HIS7
chrII	740666	741081	415	NA	<HIS7_<ARO4
chrII	741082	742194	1112	-	ARO4
chrII	742195	743232	1037	NA	<ARO4_>SPO23
chrII	743233	744804	1571	+	SPO23
chrII	744805	745589	784	NA	>SPO23_>MRPS5
chrII	745590	746513	923	+	MRPS5
chrII	746514	746810	296	NA	>MRPS5_>DUT1
chrII	746811	747254	443	+	DUT1
chrII	747255	747469	214	NA	>DUT1_>SRB6
chrII	747470	747835	365	+	SRB6
chrII	747836	747936	100	NA	>SRB6_<TRS20
chrII	747937	748464	527	-	TRS20
chrII	748465	748656	191	NA	<TRS20_>YBR255W
chrII	748657	750741	2084	+	YBR255W
chrII	750742	750818	76	NA	>YBR255W_<YBR255C-A
chrII	750819	751118	361	-	YBR255C-A
chrII	751119	751212	93	NA	<YBR255C-A_intron_<YBR255C-A
chrII	751213	751275	361	-	YBR255C-A
chrII	751276	751586	310	NA	<YBR255C-A_<RIB5
chrII	751587	752303	716	-	RIB5
chrII	752304	753085	781	NA	<RIB5_>POP4
chrII	753086	753925	839	+	POP4
chrII	753926	753934	8	NA	>POP4_<SHG1
chrII	753935	754363	428	-	SHG1
chrII	754364	754587	223	NA	<SHG1_>YBR259W
chrII	754588	756654	2066	+	YBR259W
chrII	756655	756839	184	NA	>YBR259W_<RGD1
chrII	756840	758840	2000	-	RGD1
chrII	758841	759032	191	NA	<RGD1_<YBR261C
chrII	759033	759731	698	-	YBR261C
chrII	759732	759920	188	NA	<YBR261C_<YBR262C
chrII	759921	760241	320	-	YBR262C
chrII	760240	761937	1697	+	SHM1
chrII	760242	760239	-3	NA	<YBR262C_>SHM1
chrII	761938	761970	32	NA	>SHM1_<YPT10
chrII	761971	762627	656	-	YPT10
chrII	762628	762782	154	NA	<YPT10_>TSC10
chrII	762783	763745	962	+	TSC10
chrII	763746	764041	295	NA	>TSC10_>REI1
chrII	764042	765223	1181	+	REI1
chrII	765224	765499	275	NA	>REI1_>MRPL37
chrII	765500	765817	317	+	MRPL37
chrII	765818	766360	542	NA	>MRPL37_<YBR269C
chrII	766361	766777	416	-	YBR269C
chrII	766778	766961	183	NA	<YBR269C_<YBR270C
chrII	766962	768599	1637	-	YBR270C
chrII	768600	769052	452	NA	<YBR270C_>YBR271W
chrII	769053	770312	1259	+	YBR271W
chrII	770313	770548	235	NA	>YBR271W_<HSM3
chrII	770549	771997	1448	-	HSM3
chrII	771998	772254	256	NA	<HSM3_<UBX7
chrII	772255	773565	1310	-	UBX7
chrII	773566	773787	221	NA	<UBX7_>CHK1
chrII	773788	775371	1583	+	CHK1
chrII	775372	775549	177	NA	>CHK1_<RIF1
chrII	775550	781300	5750	-	RIF1
chrII	781301	781813	512	NA	<RIF1_<PPS1
chrII	781814	784237	2423	-	PPS1
chrII	784238	784487	249	NA	<PPS1_>DPB3
chrII	784488	785093	605	+	DPB3
chrII	785094	785453	359	NA	>DPB3_>PAF1
chrII	785454	786809	1355	+	PAF1
chrII	786810	786998	188	NA	>PAF1_<SAF1
chrII	786999	788927	1928	-	SAF1
chrII	788928	789184	256	NA	<SAF1_<DUG2
chrII	789185	791821	2636	-	DUG2
chrII	791822	792453	631	NA	<DUG2_>MRPL27
chrII	792454	792894	440	+	MRPL27
chrII	792895	793156	261	NA	>MRPL27_<SSH1
chrII	793157	794629	1472	-	SSH1
chrII	794630	795452	822	NA	<SSH1_>YBR284W
chrII	795453	797846	2393	+	YBR284W
chrII	797847	798135	288	NA	>YBR284W_>YBR285W
chrII	798136	798570	434	+	YBR285W
chrII	798571	798835	264	NA	>YBR285W_>APE3
chrII	798836	800527	1691	+	APE3
chrII	800528	800784	256	NA	>APE3_>YBR287W
chrII	800785	802068	1283	+	YBR287W
chrII	802069	802225	156	NA	>YBR287W_<APM3
chrII	802226	803677	1451	-	APM3
chrII	803678	803880	202	NA	<APM3_>SNF5
chrII	803881	806598	2717	+	SNF5
chrII	806599	806804	205	NA	>SNF5_>BSD2
chrII	806805	807770	965	+	BSD2
chrII	807771	807886	115	NA	>BSD2_<CTP1
chrII	807887	808786	899	-	CTP1
chrII	808787	810967	2180	NA	<CTP1_>VBA2
chrII	810968	812644	1676	+	VBA2
chrII	812645	813448	803	NA	>VBA2_>SUL1
chrII	813449	816028	2579	+	SUL1
chrII	816029	817062	1033	NA	>SUL1_>PCA1
chrII	817063	820713	3650	+	PCA1
chrII	820714	821011	297	NA	>PCA1_<PHO89
chrII	821012	822736	1724	-	PHO89
chrII	822737	824736	1999	NA	<PHO89_>MAL33
chrII	824737	826143	1406	+	MAL33
chrII	826144	826844	700	NA	>MAL33_<MAL31
chrII	826845	828689	1844	-	MAL31
chrII	828690	829564	874	NA	<MAL31_>MAL32
chrII	829565	831319	1754	+	MAL32
chrII	831320	833198	1878	NA	>MAL32_>DAN3
chrII	833199	833633	434	+	DAN3
chrII	833634	834552	918	NA	>DAN3_<COS2
chrII	834553	835692	1139	-	COS2
chrII	835693	838209	2516	NA	<COS2_>unannotated
chrII	838210	840426	2216	+	unannotated
chrII	840427	840516	89	NA	>unannotated_>unannotated
chrII	840517	843342	2825	+	unannotated
chrII	843343	848343	5000	NA	>unannotated_endChrII
chrIII	0	2477	2477	NA	beginChrIII_>unannotated
chrIII	2477	3403	926	+	unannotated
chrIII	3404	3457	53	NA	>unannotated_>Tylikeretrotransposon
chrIII	3458	3694	236	+	Tylikeretrotransposon
chrIII	3695	6116	2421	NA	>Tylikeretrotransposon_<YCL073C
chrIII	6117	7988	1871	-	YCL073C
chrIII	7989	8986	997	NA	<YCL073C_>VBA3
chrIII	8987	10735	1748	+	VBA3
chrIII	10736	11155	419	NA	>VBA3_<YCL068C
chrIII	11156	11986	830	-	YCL068C
chrIII	11987	12038	51	NA	<YCL068C_<HMLALPHA2
chrIII	12039	12671	632	-	HMLALPHA2
chrIII	12672	12934	262	NA	<HMLALPHA2_>HMLALPHA1
chrIII	12935	13462	527	+	HMLALPHA1
chrIII	13463	15450	1987	NA	>HMLALPHA1_<CHA1
chrIII	15451	16533	1082	-	CHA1
chrIII	16534	16942	408	NA	<CHA1_>VAC17
chrIII	16943	18214	1271	+	VAC17
chrIII	18215	18468	253	NA	>VAC17_<MRC1
chrIII	18469	21759	3290	-	MRC1
chrIII	21760	22081	321	NA	<MRC1_<KRR1
chrIII	22082	23032	950	-	KRR1
chrIII	23033	23179	146	NA	<KRR1_>YCL058W-A
chrIII	23180	23578	398	+	YCL058W-A
chrIII	23579	23684	105	NA	>YCL058W-A_<YCL057C-A
chrIII	23685	23978	293	-	YCL057C-A
chrIII	23979	24420	441	NA	<YCL057C-A_>PRD1
chrIII	24421	26559	2138	+	PRD1
chrIII	26560	26577	17	NA	>PRD1_<YCL056C
chrIII	26578	27012	434	-	YCL056C
chrIII	27013	27582	569	NA	<YCL056C_>KAR4
chrIII	27583	28590	1007	+	KAR4
chrIII	28591	31102	2511	NA	>KAR4_>SPB1
chrIII	31103	33628	2525	+	SPB1
chrIII	33629	33796	167	NA	>SPB1_<PBN1
chrIII	33797	35047	1250	-	PBN1
chrIII	35048	35518	470	NA	<PBN1_>LRE1
chrIII	35519	37270	1751	+	LRE1
chrIII	37271	37489	218	NA	>LRE1_<APA1
chrIII	37490	38455	965	-	APA1
chrIII	38456	39439	983	NA	<APA1_<YCL049C
chrIII	39440	40378	938	-	YCL049C
chrIII	40379	41141	762	NA	<YCL049C_>YCL048W-A
chrIII	41142	41381	239	+	YCL048W-A
chrIII	41382	41816	434	NA	>YCL048W-A_>SPS22
chrIII	41817	43208	1391	+	SPS22
chrIII	43209	43312	103	NA	>SPS22_<YCL047C
chrIII	43313	44089	776	-	YCL047C
chrIII	44090	44274	184	NA	<YCL047C_<YCL045C
chrIII	44275	46557	2282	-	YCL045C
chrIII	46558	46762	204	NA	<YCL045C_<MGR1
chrIII	46763	48016	1253	-	MGR1
chrIII	48017	48304	287	NA	<MGR1_<PDI1
chrIII	48305	49873	1568	-	PDI1
chrIII	49874	50489	615	NA	<PDI1_>GLK1
chrIII	50490	51992	1502	+	GLK1
chrIII	51993	52296	303	NA	>GLK1_>GID7
chrIII	52297	54534	2237	+	GID7
chrIII	54535	54592	57	NA	>GID7_<ATG22
chrIII	54593	56179	1586	-	ATG22
chrIII	56180	57024	844	NA	<ATG22_<SRO9
chrIII	57025	58425	1400	-	SRO9
chrIII	58426	58676	250	NA	<SRO9_>GFD2
chrIII	58677	60377	1700	+	GFD2
chrIII	60378	60491	113	NA	>GFD2_<GRX1
chrIII	60492	60824	332	-	GRX1
chrIII	60825	61308	483	NA	<GRX1_>LSB5
chrIII	61309	62373	1064	+	LSB5
chrIII	62374	62426	52	NA	>LSB5_<YCL033C
chrIII	62427	62933	506	-	YCL033C
chrIII	62934	63091	157	NA	<YCL033C_>STE50
chrIII	63092	64132	1040	+	STE50
chrIII	64133	64325	192	NA	>STE50_<RRP7
chrIII	64326	65219	893	-	RRP7
chrIII	65220	65584	364	NA	<RRP7_<HIS4
chrIII	65585	67984	2399	-	HIS4
chrIII	67985	68249	264	NA	<HIS4_<BIK1
chrIII	68250	69572	1322	-	BIK1
chrIII	69573	69800	227	NA	<BIK1_>RNQ1
chrIII	69801	71018	1217	+	RNQ1
chrIII	71019	71453	434	NA	>RNQ1_>FUS1
chrIII	71454	72992	1538	+	FUS1
chrIII	72993	73055	62	NA	>FUS1_<FRM2
chrIII	73056	73637	581	-	FRM2
chrIII	73638	74354	716	NA	<FRM2_<HBN1
chrIII	74355	74936	581	-	HBN1
chrIII	74937	75668	731	NA	<HBN1_<AGP1
chrIII	75669	77570	1901	-	AGP1
chrIII	77571	78812	1241	NA	<AGP1_>KCC4
chrIII	78813	81926	3113	+	KCC4
chrIII	81927	82112	185	NA	>KCC4_<tE(UUC)C
chrIII	82113	82184	71	-	tE(UUC)C
chrIII	82185	83710	1525	NA	<tE(UUC)C_>YCL021W-A
chrIII	83711	84088	377	+	YCL021W-A
chrIII	84089	86465	2376	NA	>YCL021W-A_>unannotated
chrIII	86466	90506	4040	+	unannotated
chrIII	90507	90949	442	NA	>unannotated_>tL(CAA)C
chrIII	90950	90988	82	+	tL(CAA)C
chrIII	90989	91018	29	NA	>tL(CAA)C_intron_>tL(CAA)C
chrIII	91019	91063	82	+	tL(CAA)C
chrIII	91064	91414	350	NA	>tL(CAA)C_>LEU2
